***********前后二字交换：***********
一丘一壑, 一壑一丘
高名大姓, 高姓大名
含垢忍污, 含污忍垢
听命由天, 听天由命
呼牛唤马, 呼马唤牛
怆地呼天, 怆天呼地
心和气平, 心平气和
调唇弄舌, 调舌弄唇
寸善片长, 寸长片善
裕国足民, 裕民足国
随圆就方, 随方就圆
天坼地裂, 天裂地坼
山塌地崩, 山崩地塌
局地扣天, 局天扣地
改地换天, 改天换地
撼地摇天, 撼天摇地
极地爬天, 极天爬地
遮地盖天, 遮天盖地
锦地绣天, 锦天绣地
遗珥坠簪, 遗簪坠珥
高垒深壁, 高壁深垒
蔽明塞聪, 蔽聪塞明
笔酣墨饱, 笔饱墨酣
声应气求, 声求气应
富室大家, 富家大室
大斗小秤, 大秤小斗
小痴大黠, 小黠大痴
遗大投艰, 遗艰投大
明效大验, 明验大效
通邑大都, 通都大邑
天朗气清, 天清气朗
顾彼失此, 顾此失彼
头昏眼晕, 头晕眼昏
寻奇探幽, 寻幽探奇
如水投石, 如石投水
贤妻良母, 贤母良妻
爷羹娘饭, 爷饭娘羹
風宿水餐, 風餐水宿
风宿水飧, 风飧水宿
穷富极贵, 穷贵极富
寡见少闻, 寡闻少见
覆蕉寻鹿, 覆鹿寻蕉
尔虞我诈, 尔诈我虞
尘羹涂饭, 尘饭涂羹
尧雨舜风, 尧风舜雨
撑岸就船, 撑船就岸
竭忠尽智, 竭智尽忠
玩岁愒日, 玩日愒岁
连恨带气, 连气带恨
循常袭故, 循故袭常
蹈常習故, 蹈故習常
得心应手, 得手应心
揆情度理, 揆理度情
弃明投暗, 弃暗投明
瑟弄琴调, 瑟调琴弄
调脣弄舌, 调舌弄脣
强本弱枝, 强枝弱本
移形换步, 移步换形
此界彼疆, 此疆彼界
神往心醉, 神醉心往
心往神驰, 心驰神往
日往月来, 日来月往
日征月迈, 日迈月征
得粗忘精, 得精忘粗
微故细过, 微过细故
睹微知着, 睹着知微
睹微知著, 睹著知微
身微言轻, 身轻言微
心怡神悦, 心悦神怡
心摇神荡, 心荡神摇
语重心长, 语长心重
镌心铭骨, 镌骨铭心
怒目睁眉, 怒眉睁目
解惑释疑, 解疑释惑
玩日愒时, 玩时愒日
看朱成碧, 看碧成朱
点金成铁, 点铁成金
點金成鐵, 點鐵成金
零打碎敲, 零敲碎打
拒狼进虎, 拒虎进狼
生拖死拽, 生拽死拖
秉轴持钧, 秉钧持轴
斩木揭竿, 斩竿揭木
改操易节, 改节易操
攀葛附藤, 攀藤附葛
花攒锦簇, 花簇锦攒
改辙易途, 改途易辙
放纵驰荡, 放荡驰纵
断港绝潢, 断潢绝港
鬼施神没, 鬼没神施
缺衣无食, 缺食无衣
日滋月益, 日益月滋
春蚓秋蛇, 春蛇秋蚓
春霜秋露, 春露秋霜
有紧没要, 有要没紧
楚河汉界, 楚界汉河
高步阔视, 高视阔步
趁波逐浪, 趁浪逐波
遡流穷源, 遡源穷流
铜浇铁铸, 铜铸铁浇
羊狠狼贪, 羊贪狼狠
说白道黑, 说黑道白
鼻肿眼青, 鼻青眼肿
较短絜长, 较长絜短
説短道长, 説长道短
神输鬼运, 神运鬼输
齑身粉骨, 齑骨粉身
露纂雪钞, 露钞雪纂
酒虎诗龙, 酒龙诗虎
高见远识, 高识远见
***********二四不变，一三交换：***********
一目十行, 十目一行
抽丁拔楔, 拔丁抽楔
七子八婿, 八子七婿
三头两绪, 两头三绪
三头两面, 两头三面
三般两样, 两般三样
三荤五厌, 五荤三厌
三街六市, 六街三市
接三连四, 连三接四
上情下达, 下情上达
损上益下, 益上损下
欺上瞒下, 瞒上欺下
专断独行, 独断专行
绝世超伦, 超世绝伦
愤世疾俗, 疾世愤俗
傲世轻物, 轻世傲物
短斤缺两, 缺斤短两
丧魂失魄, 失魂丧魄
串街走巷, 走街串巷
乱作胡为, 胡作乱为
祸为福先, 福为祸先
子为父隐, 父为子隐
履仁蹈义, 蹈仁履义
义浆仁粟, 仁浆义粟
人困马乏, 马困人乏
乞哀告怜, 告哀乞怜
入乡随俗, 随乡入俗
手忙脚乱, 脚忙手乱
乱琼碎玉, 碎琼乱玉
千了百当, 百了千当
惹事招非, 招事惹非
感时抚事, 抚时感事
云消雨散, 雨消云散
云集雾散, 雾集云散
云谲波诡, 波谲云诡
五光十色, 十光五色
亡国败家, 败国亡家
近交远攻, 远交近攻
心明眼亮, 眼明心亮
人助机译, 机助人译
发号施令, 施号发令
任贤使能, 使贤任能
任贤用能, 用贤任能
发奸摘伏, 摘奸发伏
伐功矜能, 矜功伐能
火尽薪传, 薪尽火传
手高眼低, 眼高手低
大题小作, 小题大作
佩金带紫, 带金佩紫
依门傍户, 傍门依户
诗朋酒侣, 酒朋诗侣
倔头强脑, 强头倔脑
大题小做, 小题大做
偷鸡摸狗, 摸鸡偷狗
傲霜斗雪, 斗霜傲雪
卖儿鬻女, 鬻儿卖女
先进后出, 后进先出
片光零羽, 零光片羽
兔死狐悲, 狐死兔悲
入文出武, 出文入武
羊入虎群, 虎入羊群
天兵神将, 神兵天将
寸兵尺铁, 尺兵寸铁
养精蓄鋭, 蓄精养鋭
冒名顶姓, 顶名冒姓
冥思苦想, 苦思冥想
冬去春来, 春去冬来
冰解冻释, 冻解冰释
凤楼龙阙, 龙楼凤阙
守分安命, 安分守命
利口辩辞, 辩口利辞
刿心鉥肾, 鉥心刿肾
剖毫析芒, 析毫剖芒
剥肤椎髓, 椎肤剥髓
力钧势敌, 势钧力敌
同心并力, 并心同力
尽智竭力, 竭智尽力
神工鬼力, 鬼工神力
殚精竭力, 竭精殚力
恃功矜宠, 矜功恃宠
加砖添瓦, 添砖加瓦
知时识务, 识时知务
动心骇目, 骇心动目
劳心焦思, 焦心劳思
审时度势, 度时审势
度时揆势, 揆时度势
走南闯北, 闯南走北
呵雉呼卢, 呼雉呵卢
厚此薄彼, 薄此厚彼
反邪归正, 归邪反正
发聋振聩, 振聋发聩
拙口钝腮, 钝口拙腮
句斟字酌, 字斟句酌
只身孤影, 孤身只影
只鳞片甲, 片鳞只甲
只言片语, 片言只语
烟条雨叶, 雨条烟叶
少吃缺穿, 缺吃少穿
名至实归, 实至名归
后生晚学, 晚生后学
吮痈舐痔, 舐痈吮痔
吹垢索瘢, 索垢吹瘢
大声疾呼, 疾声大呼
彼唱此和, 此唱彼和
咒天骂地, 骂天咒地
品头评足, 评头品足
啰巷拽街, 拽巷啰街
善文能武, 能文善武
嘉言懿行, 懿言嘉行
嘴尖舌快, 舌尖嘴快
嘴直心快, 心直嘴快
拙嘴笨腮, 笨嘴拙腮
拙嘴笨舌, 笨嘴拙舌
撼天震地, 震天撼地
腾声飞实, 飞声腾实
屏声敛息, 敛声屏息
大耻奇辱, 奇耻大辱
大才小用, 小才大用
大材小用, 小材大用
大睨高谈, 高睨大谈
应天顺时, 顺天应时
少头缺尾, 缺头少尾
探头舒脑, 舒头探脑
撞头磕脑, 磕头撞脑
女扮男妆, 男扮女妆
女扮男装, 男扮女装
好言甘辞, 甘言好辞
妒贤嫉能, 嫉贤妒能
妙言要道, 要言妙道
柳娇花媚, 花娇柳媚
家给民足, 民给家足
密针细线, 细针密线
明察暗访, 暗察明访
寡言少语, 少言寡语
寡廉鲜耻, 鲜廉寡耻
寻根追底, 追根寻底
寻死觅活, 觅死寻活
慎小谨微, 谨小慎微
少衣缺食, 缺衣少食
斩尽杀绝, 杀尽斩绝
白山黑水, 黑山白水
跨州连郡, 连州跨郡
慈老爱幼, 爱老慈幼
弱本强末, 强本弱末
扶老携弱, 携老扶弱
归邪返正, 返邪归正
径情直行, 直情径行
快心遂意, 遂心快意
此物比志, 比物此志
忧深思远, 思深忧远
手急眼快, 眼急手快
手疾眼快, 眼疾手快
恣情纵欲, 纵情恣欲
恩断意绝, 意断恩绝
恶衣粗食, 粗衣恶食
恶衣菲食, 菲衣恶食
矫情饰行, 饰情矫行
鱼惊鸟散, 鸟惊鱼散
鱼惊鸟溃, 鸟惊鱼溃
惹是招非, 招是惹非
愁眉苦脸, 苦眉愁脸
意简言赅, 言简意赅
桑户蓬枢, 蓬户桑枢
筚门蓬户, 蓬门筚户
荜门蓬户, 蓬门荜户
铁打铜铸, 铜打铁铸
细批薄抹, 薄批细抹
披荆斩棘, 斩荆披棘
抹脂涂粉, 涂脂抹粉
拖青纡紫, 纡青拖紫
挡风遮雨, 遮风挡雨
轻文重武, 重文轻武
极本穷源, 穷本极源
理正词直, 词正理直
正言直谏, 直言正谏
肘行膝步, 膝行肘步
歪门邪道, 邪门歪道
瞎灯黑火, 黑灯瞎火
灰身粉骨, 粉身灰骨
趋炎附热, 附炎趋热
説长话短, 话长説短
等量齐观, 齐量等观
耳红面赤, 面红耳赤
脸青鼻肿, 鼻青脸肿
虚谈高论, 高谈虚论
***********一二不变，三四交换：***********
万不一失, 万不失一
万无一失, 万无失一
百不一失, 百不失一
百不一存, 百不存一
百不一爽, 百不爽一
一时亮瑜, 一时瑜亮
百无一失, 百无失一
一帆顺风, 一帆风顺
一手承运, 一手运承
丁宁告戒, 丁宁戒告
床下斗牛, 床下牛斗
岁不与我, 岁不我与
不可捉摸, 不可摸捉
不相往来, 不相来往
时不待我, 时不我待
死不悔改, 死不改悔
不露斤斧, 不露斧斤
不相问闻, 不相闻问
不足轻重, 不足重轻
与世沉浮, 与世浮沉
无与伦比, 无与比伦
世界名著, 世界著名
华屋丘山, 华屋山丘
腹中兵甲, 腹中甲兵
胸中块垒, 胸中垒块
习久性成, 习久成性
爱莫之助, 爱莫助之
鸣鼓之攻, 鸣鼓攻之
乐极哀生, 乐极生哀
乐极悲生, 乐极生悲
见事生风, 见事风生
遇事生风, 遇事风生
五陵少年, 五陵年少
存亡绝续, 存亡续绝
公交线路, 公交路线
交通线路, 交通路线
骇人听闻, 骇人闻听
拾人唾涕, 拾人涕唾
人文学科, 人文科学
成人情色, 成人色情
贯穿今古, 贯穿古今
黯然伤神, 黯然神伤
具体来说, 具体说来
随俗沈浮, 随俗浮沈
随俗沉浮, 随俗浮沉
酒肉兄弟, 酒肉弟兄
克鲁克斯, 克鲁斯克
坐无公车, 坐无车公
阴凝冰坚, 阴凝坚冰
志冲斗牛, 志冲牛斗
气冲斗牛, 气冲牛斗
纳履决踵, 纳履踵决
雏凤声清, 雏凤清声
野蛮击打, 野蛮打击
马到功成, 马到成功
劳师袭远, 劳师远袭
半壁山河, 半壁河山
英华发外, 英华外发
锦瑟华年, 锦瑟年华
掩口卢胡, 掩口胡卢
饭来口开, 饭来开口
口若悬河, 口若河悬
青史名留, 青史留名
附骥名彰, 附骥彰名
名纸毛生, 名纸生毛
曙后孤星, 曙后星孤
耳后生风, 耳后风生
长虑后顾, 长虑顾后
谈吐生风, 谈吐风生
气吞山河, 气吞河山
气吞斗牛, 气吞牛斗
和如琴瑟, 和如瑟琴
琴瑟和调, 琴瑟调和
警戒哨岗, 警戒岗哨
碎木哨岗, 碎木岗哨
得胜回头, 得胜头回
梨园子弟, 梨园弟子
酒浇块垒, 酒浇垒块
气壮山河, 气壮河山
大好山河, 大好河山
福寿天齐, 福寿齐天
心头撞鹿, 心头鹿撞
头破流血, 头破血流
奇请它比, 奇请比它
飞将奇数, 飞将数奇
曲意奉承, 曲意承奉
谋如泉涌, 谋如涌泉
贵游子弟, 贵游弟子
有效字数, 有效数字
弭盗安民, 弭盗民安
盖棺定论, 盖棺论定
翩翩少年, 翩翩年少
风尘物表, 风尘表物
锦绣山河, 锦绣河山
邈若山河, 邈若河山
良工心苦, 良工苦心
素昧平生, 素昧生平
铁树开花, 铁树花开
故弄玄虚, 故弄虚玄
张王李赵, 张王赵李
归正邱首, 归正首邱
渺无影踪, 渺无踪影
断绝往来, 断绝来往
相得欢甚, 相得甚欢
思若泉涌, 思若涌泉
总的来说, 总的说来
鱼水情深, 鱼水深情
打草惊蛇, 打草蛇惊
明珠投暗, 明珠暗投
自投网罗, 自投罗网
捉衿肘见, 捉衿见肘
捉襟肘见, 捉襟见肘
花样新翻, 花样翻新
无足轻重, 无足重轻
白日绣衣, 白日衣绣
梦笔生花, 梦笔花生
薄海欢腾, 薄海腾欢
英雄气短, 英雄短气
蜩螗沸羹, 蜩螗羹沸
迅雷烈风, 迅雷风烈
黯然销魂, 黯然魂销
***********三四不变，一二交换：***********
一以当十, 以一当十
一以当百, 以一当百
一决胜负, 决一胜负
一决雌雄, 决一雌雄
一无可取, 无一可取
一无是处, 无一是处
始终如一, 终始如一
始终若一, 终始若一
始终一贯, 终始一贯
七乱八糟, 乱七八糟
日食万钱, 食日万钱
上网聊天, 网上聊天
下比有余, 比下有余
名扬天下, 扬名天下
冥顽不灵, 顽冥不灵
凸凹不平, 凹凸不平
白黑不分, 黑白不分
不自量力, 自不量力
功成不居, 成功不居
梗顽不化, 顽梗不化
图谋不轨, 谋图不轨
始终不渝, 终始不渝
岁比不登, 比岁不登
打抱不平, 抱打不平
形影不离, 影形不离
拓落不羁, 落拓不羁
木朽不雕, 朽木不雕
神鬼不测, 鬼神不测
杀生与夺, 生杀与夺
名闻中外, 闻名中外
毛羽未丰, 羽毛未丰
以讦为直, 讦以为直
发奋有为, 奋发有为
橘淮为枳, 淮橘为枳
义以断恩, 以义断恩
义气相投, 气义相投
乔松之寿, 松乔之寿
杵臼之交, 臼杵之交
輶轩之使, 轩輶之使
内顾之忧, 顾内之忧
刀锥之利, 锥刀之利
升斗之禄, 斗升之禄
心腹之患, 腹心之患
心腹之疾, 腹心之疾
心腹之病, 腹心之病
暴风之怒, 风暴之怒
肘腋之患, 腋肘之患
杀生之权, 生杀之权
疥癣之疾, 癣疥之疾
衣锦还乡, 锦衣还乡
乳水交融, 水乳交融
蚌鹬相争, 鹬蚌相争
云开见天, 开云见天
云开见日, 开云见日
亚欧大陆, 欧亚大陆
傍若无人, 若傍无人
人神共愤, 神人共愤
袭蹈前人, 蹈袭前人
眦睚杀人, 睚眦杀人
以讹传讹, 讹以传讹
以夜继昼, 夜以继昼
价等连城, 等价连城
屈蠖求伸, 蠖屈求伸
转辗反侧, 辗转反侧
货贿公行, 贿货公行
兵骄必败, 骄兵必败
大张其词, 张大其词
毛绒玩具, 绒毛玩具
德才兼备, 才德兼备
发植穿冠, 植发穿冠
飞鸿冥冥, 鸿飞冥冥
决断如流, 断决如流
出师无名, 师出无名
出师有名, 师出有名
脱颖而出, 颖脱而出
刀枪剑戟, 枪刀剑戟
憎爱分明, 爱憎分明
白黑分明, 黑白分明
身首分离, 首身分离
大胆包天, 胆大包天
大胆包身, 胆大包身
南面称尊, 面南称尊
博洽多闻, 洽博多闻
流血漂卤, 血流漂卤
卤莽灭裂, 莽卤灭裂
教科文卫, 科教文卫
安居虑危, 居安虑危
厚重少文, 重厚少文
心甘情原, 甘心情原
发奋图强, 奋发图强
背腹受敌, 腹背受敌
奇离古怪, 离奇古怪
叶落归根, 落叶归根
叶落知秋, 落叶知秋
名扬四海, 扬名四海
名垂竹帛, 垂名竹帛
名声狼藉, 声名狼藉
名声籍甚, 声名籍甚
吹大法螺, 大吹法螺
死生有命, 生死有命
咸酸苦辣, 酸咸苦辣
器小易盈, 小器易盈
玉琢成器, 琢玉成器
囊括四海, 括囊四海
身陷囹圄, 陷身囹圄
月缺重圆, 缺月重圆
地空导弹, 空地导弹
暴风要塞, 风暴要塞
愤气填胸, 气愤填胸
愤气填膺, 气愤填膺
墙面而立, 面墙而立
神龙马壮, 龙神马壮
泄漏天机, 漏泄天机
张慌失措, 慌张失措
如弃敝屣, 弃如敝屣
往来如梭, 来往如梭
心焦如焚, 焦心如焚
瘦骨如柴, 骨瘦如柴
威恩并行, 恩威并行
报竹平安, 竹报平安
尸横遍野, 横尸遍野
山河破碎, 河山破碎
机电工程, 电机工程
沪深股市, 深沪股市
情文并茂, 文情并茂
枭鸾并栖, 鸾枭并栖
淫荒无度, 荒淫无度
旗鼓相当, 鼓旗相当
心甘情愿, 甘心情愿
怀质抱真, 质怀抱真
恼羞成怒, 羞恼成怒
恭敬桑梓, 敬恭桑梓
流血成河, 血流成河
流血成渠, 血流成渠
精金战甲, 金精战甲
抱痛西河, 痛抱西河
蚌鹬相持, 鹬蚌相持
数模转换, 模数转换
趾踵相接, 踵趾相接
水覆难收, 覆水难收
断线风筝, 线断风筝
横蛮无理, 蛮横无理
流血漂杵, 血流漂杵
死生荣辱, 生死荣辱
泪眼汪汪, 眼泪汪汪
沈鱼落雁, 鱼沈落雁
泥雪鸿迹, 雪泥鸿迹
神鬼莫测, 鬼神莫测
涤荡邪秽, 荡涤邪秽
萁豆相煎, 豆萁相煎
飞鸿雪爪, 鸿飞雪爪
甜酸苦辣, 酸甜苦辣
议论风生, 论议风生
***********一二交换，三四交换：***********
一举三反, 举一反三
七横八竖, 横七竖八
上谄下骄, 谄上骄下
东扶西倒, 扶东倒西
东偷西摸, 偷东摸西
东声西击, 声东击西
东指西画, 指东画西
丝分缕析, 分丝析缕
亡魂丧魄, 魂亡魄丧
亡国灭种, 国亡种灭
亡魂失魄, 魂亡魄失
古是今非, 是古非今
移风改俗, 风移俗改
兰摧玉折, 摧兰折玉
坚甲利兵, 甲坚兵利
兵精将勇, 精兵勇将
兵强将猛, 强兵猛将
杯残炙冷, 残杯冷炙
只鸾单凤, 鸾只凤单
擘肌分理, 肌擘理分
手指脚划, 指手划脚
钟鸣鼎列, 鸣钟列鼎
坚船利炮, 船坚炮利
前思后想, 思前想后
前覆后戒, 覆前戒后
前跋后痜, 跋前痜后
口蜜腹剑, 蜜口剑腹
疲精竭力, 精疲力竭
天高地厚, 高天厚地
目瞪口哆, 瞪目哆口
口轻舌薄, 轻口薄舌
根深柢固, 深根固柢
天昏地暗, 昏天暗地
天震地骇, 震天骇地
玉葬香埋, 葬玉埋香
多见广识, 见多识广
天清日白, 清天白日
生男生女, 男生女生
好说歹说, 说好说歹
官高爵显, 高官显爵
平心定气, 心平气定
破胆寒心, 胆破心寒
木槁灰寒, 槁木寒灰
寸进尺退, 进寸退尺
水碧山青, 碧水青山
山走石泣, 走山泣石
心灵手巧, 灵心巧手
根穷底究, 穷根究底
廉顽立懦, 顽廉懦立
开心明目, 心开目明
心惊胆裂, 惊心裂胆
心碎胆裂, 碎心裂胆
慌手忙脚, 手慌脚忙
悦近来远, 近悦远来
惊魂落魄, 魂惊魄落
才高识远, 高才远识
挹斗扬箕, 斗挹箕扬
拔茅连茹, 茅拔茹连
探赜索隐, 赜探隐索
轰雷掣电, 雷轰电掣
摩肩接毂, 肩摩毂接
焦脣敝舌, 脣焦舌敝
斧破斨缺, 破斧缺斨
衣锦昼行, 锦衣行昼
暗绿稀红, 绿暗红稀
狂风暴雨, 风狂雨暴
根蟠节错, 蟠根错节
死说活说, 说死说活
殷民阜财, 民殷财阜
毛风血雨, 风毛雨血
白说绿道, 说白道绿
衣锦食肉, 锦衣肉食
***********一二交换，三四交换：***********
书不释手, 手不释书
人不犯我, 我不犯人
暮不保朝, 朝不保暮
信言不美, 美言不信
华而不实, 实而不华
行不及言, 言不及行
口不应心, 心不应口
周而不比, 比而不周
善者不来, 来者不善
瑕不掩瑜, 瑜不掩瑕
瑕不揜瑜, 瑜不揜瑕
行不顾言, 言不顾行
大中见小, 小中见大
画中有诗, 诗中有画
分久必合, 合久必分
供过于求, 求过于供
用人勿疑, 疑人勿用
会逢其适, 适逢其会
会逢其適, 適逢其会
否极生泰, 泰极生否
否极而泰, 泰极而否
失而复得, 得而复失
学非所用, 用非所学
策无遗算, 算无遗策
***********一四不变，二三交换：***********
拟不于伦, 拟于不伦
席丰履厚, 席履丰厚
大可有为, 大有可为
拘文牵义, 拘牵文义
虾荒蟹乱, 虾蟹荒乱
颠乾倒坤, 颠倒乾坤
旋乾转坤, 旋转乾坤
威令重行, 威重令行
匪伊朝夕, 匪朝伊夕
名优特新, 名特优新
聚会精神, 聚精会神
窥伺间隙, 窥间伺隙
眉眼高低, 眉高眼低
言语高低, 言高语低
诗朋酒侪, 诗酒朋侪
赏信罚明, 赏罚信明
言信行果, 言行信果
倚傍门户, 倚门傍户
维克尼斯, 维尼克斯
出入将相, 出将入相
兵精马强, 兵马精强
颐养神性, 颐神养性
颐养精神, 颐精养神
贪冒荣宠, 贪荣冒宠
分别门户, 分门别户
痛切心骨, 痛心切骨
急功近利, 急近功利
力所能及, 力能所及
德容言功, 德言容功
发奸摘隐, 发摘奸隐
献可替否, 献替可否
左右图史, 左图右史
左右枝梧, 左枝右梧
砥名砺节, 砥砺名节
吸吸溜溜, 吸溜吸溜
奔相走告, 奔走相告
遥呼相应, 遥相呼应
咳唾珠玉, 咳珠唾玉
哗哗啦啦, 哗啦哗啦
旋干转坤, 旋转干坤
舞弄文墨, 舞文弄墨
规矩绳墨, 规绳矩墨
改头换面, 改换头面
性如烈火, 性烈如火
面如方田, 面方如田
衣宽带松, 衣带宽松
跋山涉川, 跋涉山川
山海珍错, 山珍海错
黜幽陟明, 黜陟幽明
笑逐颜开, 笑颜逐开
锦心绣肠, 锦绣心肠
意思意思, 意意思思
阴惨阳舒, 阴阳惨舒
毛手毛脚, 毛毛手脚
手脚零碎, 手零脚碎
投置闲散, 投闲置散
神摇魂荡, 神魂摇荡
飞流短长, 飞短流长
蛇蚓蟠结, 蛇蟠蚓结
进荣退辱, 进退荣辱
***********全部逆序：***********
刚中柔外, 外柔中刚
衣丰食饱, 饱食丰衣
今是昔非, 非昔是今
变俗移风, 风移俗变
巢倾卵破, 破卵倾巢
夜半更深, 深更半夜
山厉河带, 带河厉山
来迎去送, 送去迎来
名声赫赫, 赫赫声名
唾玉钩银, 银钩玉唾
宿水飡风, 风飡水宿
惊心破胆, 胆破心惊
雨沐风餐, 餐风沐雨
***********二字相等：***********
专心一意, 心一意专
又一个弱, 又弱一个
一目之罗, 罗之一目
万斛泉源, 源泉万斛
下逐客令, 逐客下令
图霸天下, 天下霸图
泪下如雨, 泪如雨下
矢下如雨, 矢如雨下
市不二价, 市价不二
朝不保夕, 朝夕不保
不言而信, 言而不信
名不副实, 名实不副
不劳而获, 劳而不获
赞不绝口, 赞口不绝
不通吊庆, 庆吊不通
奋不顾身, 奋身不顾
孟不离焦, 焦孟不离
不解衣带, 衣不解带
东谈西说, 说东谈西
师严道尊, 师道尊严
女高中生, 高中女生
釜中游鱼, 鱼游釜中
人之常情, 人情之常
切骨之恨, 恨之切骨
名山之藏, 藏之名山
血之诅咒, 诅咒之血
通今达古, 通达古今
祸福倚伏, 福倚祸伏
矜功自伐, 自矜功伐
骄佚奢淫, 骄奢淫佚
巢倾卵覆, 覆巢倾卵
光电子学, 电子光学
鲁殿灵光, 鲁灵光殿
免加盟费, 免费加盟
目无全牛, 目牛无全
明公正道, 正明公道
通共有无, 通无共有
冀北空群, 群空冀北
冷眼蜥蜴, 冷蜥蜴眼
凋年景急, 急景凋年
夺戴凭席, 戴凭夺席
切磨箴规, 箴规磨切
国利民福, 福国利民
刿鉥肝肾, 鉥肝刿肾
前虎后狼, 狼前虎后
故剑情深, 深情故剑
尽心竭力, 竭尽心力
肉朋酒友, 酒肉朋友
炙手可热, 热可炙手
名标青史, 青史标名
红叶题诗, 诗题红叶
名同实异, 异名同实
猫鼠同眠, 眠同猫鼠
名题雁塔, 雁塔题名
真名实姓, 真实姓名
名题金榜, 金榜题名
吞舟漏网, 网漏吞舟
命如纸薄, 命薄如纸
哈格鲁姆, 格鲁哈姆
善骑者堕, 骑者善堕
寒谷回春, 春回寒谷
面如土色, 面色如土
堤溃蚁穴, 蚁穴溃堤
处静息迹, 息迹静处
弥天大罪, 罪大弥天
大学女生, 女大学生
胆大如斗, 胆如斗大
宽带网络, 网络带宽
象寄译鞮, 鞮译象寄
开眉展眼, 眼开眉展
打隔山炮, 隔山打炮
骑扬州鹤, 骑鹤扬州
民心无常, 民无常心
釜底游鱼, 鱼游釜底
木石心肠, 石心木肠
手快脚轻, 手脚轻快
抱恨终身, 抱终身恨
恨相知晚, 相知恨晚
恨相见晚, 相见恨晚
深恶痛绝, 痛深恶绝
扯顺风旗, 顺风扯旗
抗生素类, 类抗生素
芥拾青紫, 青紫拾芥
是非长短, 非长是短
神魂飘荡, 魂飘神荡
红葡萄酒, 葡萄酒红
***********其他二词组：***********
千姿万态, 姿态万千
东劳西燕, 劳燕西东
四六骈俪, 骈四俪六
功行圆满, 行满功圆
国民经济, 经国济民
耳目闭塞, 闭目塞耳
孽重罪深, 罪孽深重
犬牙鹰爪, 鹰犬爪牙
***********多余二词组：***********
一视同仁, 仁同一视, 同仁一视
一团漆黑, 漆黑一团, 黑漆一团
一往情深, 一往深情, 情深一往
七扭八歪, 七歪八扭, 歪七扭八
七短八长, 七长八短, 长七短八
七零八碎, 零七八碎, 零七碎八
万水千山, 千山万水, 千水万山
万户千门, 万门千户, 千门万户
万绪千端, 千端万绪, 千绪万端
万紫千红, 万红千紫, 千红万紫
万语千言, 千言万语, 千语万言
三心二意, 二心三意, 二意三心
三令五申, 三申五令, 五申三令
倒三颠四, 倒四颠三, 颠三倒四
三分鼎足, 鼎分三足, 鼎足三分
三更半夜, 半夜三更, 夜半三更
暮四朝三, 朝三暮四, 朝四暮三
上替下陵, 上陵下替, 下陵上替
下井投石, 投井下石, 投石下井
承欢膝下, 承膝下欢, 膝下承欢
众寡不敌, 寡不敌众, 寡众不敌
不暇应接, 应接不暇, 接应不暇
欺世盗名, 欺名盗世, 盗名欺世
东倒西歪, 东歪西倒, 西歪东倒
东南西北, 东西南北, 南北东西
东抹西涂, 东涂西抹, 涂东抹西
说东道西, 道东说西, 道西说东
剥丝抽茧, 剥茧抽丝, 抽丝剥茧
丧胆消魂, 胆丧魂消, 魂消胆丧
丰衣足食, 衣丰食足, 足食丰衣
和风丽日, 日丽风和, 风和日丽
地久天长, 天地长久, 天长地久
年久日深, 年深日久, 日久年深
义山恩海, 义海恩山, 恩山义海
忘恩背义, 背义忘恩, 背恩忘义
忘恩负义, 负义忘恩, 负恩忘义
义断恩绝, 恩断义绝, 恩绝义断
背义负恩, 背恩负义, 负恩背义
轻财重义, 重义轻财, 重财轻义
之乎也者, 之乎者也, 者也之乎
乐善好施, 好善乐施, 好施乐善
礼乐崩坏, 礼坏乐崩, 礼崩乐坏
时乖运蹇, 运乖时蹇, 运蹇时乖
离乡背井, 背乡离井, 背井离乡
买犊卖刀, 卖刀买犊, 卖犊买刀
买贱卖贵, 贱买贵卖, 贵卖贱买
买欢追笑, 买笑追欢, 追欢买笑
乱臣贼子, 贼子乱臣, 贼臣乱子
乱蝶狂蜂, 蜂狂蝶乱, 蝶乱蜂狂
予夺生杀, 杀生予夺, 生杀予夺
轶事遗闻, 轶闻遗事, 遗闻轶事
山河百二, 百二山河, 百二河山
云愁雾惨, 愁云惨雾, 雾惨云愁
拨云撩雨, 拨雨撩云, 撩云拨雨
拿云握雾, 握云拿雾, 握雾拿云
握云携雨, 握雨携云, 携云握雨
云收雨散, 雨收云散, 雨散云收
裁云镂月, 裁月镂云, 镂月裁云
纸落云烟, 落纸云烟, 落纸烟云
云龙风虎, 风虎云龙, 龙虎风云
云车风马, 风车云马, 风马云车
五风十雨, 十雨五风, 十风五雨
存亡生死, 死生存亡, 生死存亡
亥豕鲁鱼, 豕亥鱼鲁, 鲁鱼亥豕
亭台楼阁, 楼台亭阁, 楼阁亭台
人仰马翻, 马仰人翻, 马翻人仰
利己损人, 损人利己, 损己利人
应天顺人, 顺人应天, 顺天应人
人给家足, 人足家给, 家给人足
更仆难数, 更难仆数, 难更仆数
博古通今, 通今博古, 通古博今
厚今薄古, 厚古薄今, 薄今厚古
涵今茹古, 涵古茹今, 茹古涵今
说古谈今, 谈今说古, 谈古说今
代庖越俎, 代越庖俎, 越俎代庖
利以昏智, 利以智昏, 智以利昏
以逸待劳, 待劳以逸, 逸以待劳
仰取俯拾, 仰拾俯取, 俯拾仰取
